//X,Y,Z,M3C2 distance,R,G,B,Nx,Ny,Nz
47510.879,36044.805,2018.590,0.755,136,127,135,-0.229331,0.481443,0.845943
47519.031,36039.656,2028.355,-0.097,19,14,23,-0.188051,0.831938,0.522030
47510.789,36045.211,2018.375,0.744,65,59,67,-0.210471,0.569961,0.794258
47509.359,36046.078,2017.211,0.885,23,15,20,-0.227425,0.682275,0.694823
47521.496,36037.770,2031.788,-0.111,15,11,17,-0.106456,0.973135,0.204145
47522.496,36037.242,2033.817,-0.143,16,11,17,0.031683,0.946675,0.320628
47522.953,36037.094,2034.283,-0.185,16,10,15,0.073154,0.956138,0.283633
47517.375,36040.293,2026.793,0.071,18,14,20,-0.245364,0.786104,0.567307
47508.461,36047.129,2015.721,0.980,19,14,19,-0.275113,0.800185,0.532933
47506.617,36048.004,2004.698,1.362,17,12,17,-0.722162,0.691313,0.023838
47532.324,36031.223,2051.330,-0.796,55,44,47,-0.379797,0.609977,0.695473
47531.238,36031.027,2050.837,-0.768,55,44,46,-0.386692,0.597315,0.702627
47531.254,36031.820,2050.195,-0.757,49,38,40,-0.346770,0.587718,0.730984
47532.074,36031.828,2050.608,-0.809,50,39,42,-0.311529,0.647270,0.695694
47530.984,36031.883,2050.084,-0.757,51,42,44,-0.162427,0.469723,0.867743
47526.379,36034.648,2039.507,-0.503,18,12,17,-0.357881,0.908468,-0.215888
47525.012,36035.926,2035.967,-0.390,16,10,15,0.371704,0.842215,0.390524
47521.863,36037.703,2032.240,-0.117,16,12,18,-0.084435,0.977732,0.192120
47521.777,36038.301,2030.135,-0.132,17,12,17,0.229075,0.848034,0.477873
47521.324,36038.188,2030.438,-0.132,17,12,18,0.014612,0.888683,0.458289
47521.664,36038.523,2029.808,-0.124,18,14,18,0.210889,0.786602,0.580330
47532.656,36031.199,2051.477,-0.827,55,44,49,-0.192513,0.427644,0.883210
47532.766,36031.590,2051.176,-0.825,52,42,45,-0.303067,0.585288,0.752056
47530.012,36032.910,2049.513,-0.768,40,35,43,-0.203316,0.298664,0.932450
47528.777,36033.480,2048.971,-0.737,33,29,36,-0.139817,0.528360,0.837429
47525.941,36035.230,2045.858,-0.541,25,21,26,-0.508965,0.812778,0.283454
47526.051,36035.500,2045.296,-0.601,23,19,23,-0.594557,0.781025,0.191053
47517.094,36041.039,2025.257,0.146,17,11,14,-0.294261,0.867536,0.400988
47506.641,36048.059,2003.877,1.378,17,11,14,-0.709343,0.703657,0.041224
47507.977,36047.934,2009.972,1.264,20,15,21,-0.399430,0.913951,0.071762
47522.121,36038.082,2030.388,-0.131,16,11,15,0.190626,0.924888,0.329006
47517.344,36041.445,2024.496,0.191,18,11,15,-0.221134,0.858963,0.461824
47522.684,36037.809,2031.577,-0.113,15,10,16,0.090087,0.988617,0.120506
47523.262,36037.707,2031.904,-0.110,15,10,15,0.148885,0.985024,0.086949
47515.340,36042.023,2022.830,0.326,19,16,27,-0.177305,0.792567,0.583439
47513.770,36043.117,2020.899,0.448,24,19,27,-0.090807,0.823027,0.560696
47513.879,36043.895,2019.917,0.530,51,47,60,0.076125,0.797161,0.598948
47512.691,36043.715,2020.239,0.563,27,22,26,0.004051,0.849278,0.527930
47524.469,36036.840,2033.959,-0.203,16,10,13,0.243571,0.918074,0.312751
47515.035,36042.949,2021.409,0.414,17,11,15,-0.060421,0.838865,0.540976
47518.074,36040.336,2026.934,0.051,18,15,22,-0.119776,0.773368,0.622539
47508.523,36047.883,2013.895,1.037,19,14,19,-0.411784,0.896743,0.162131
47527.945,36034.586,2048.055,-0.760,35,30,35,-0.280783,0.569498,0.772550
47526.980,36034.926,2039.653,0.478,17,11,15,-0.396887,0.889676,-0.225739
47526.547,36035.008,2040.617,-0.493,17,12,17,-0.382583,0.908813,-0.166402
47507.266,36048.586,2001.420,1.450,17,12,17,-0.549100,0.835348,0.026148
47506.602,36048.176,2000.675,1.432,17,12,18,-0.591318,0.806343,0.012405
47527.109,36034.793,2037.340,-0.485,18,11,13,-0.481826,0.867287,0.125131
47527.648,36035.156,2037.140,-0.477,17,10,12,-0.519522,0.849739,0.089671
47506.500,36047.977,2002.500,1.441,16,11,16,-0.654893,0.755431,0.020945
47526.238,36035.590,2035.566,-0.420,18,14,22,0.292531,0.843541,0.450404
47526.504,36035.207,2036.135,-0.460,18,15,24,0.093803,0.818255,0.567150
47525.613,36036.031,2035.157,-0.383,16,9,13,0.323853,0.864120,0.385247
47524.773,36036.461,2034.872,-0.324,16,9,13,0.309535,0.892718,0.327479
47523.547,36037.273,2033.404,-0.165,14,10,14,0.188017,0.934512,0.302219
47523.172,36037.273,2033.522,-0.143,16,10,14,0.099408,0.945039,0.311479
47507.813,36047.844,2010.819,1.240,23,21,29,-0.416339,0.909201,-0.003891
47521.227,36038.879,2029.585,-0.134,30,30,45,0.209742,0.694479,0.688264
47515.828,36041.879,2023.165,0.308,18,13,21,-0.164251,0.791119,0.589196
47514.781,36043.242,2020.930,0.452,18,11,15,-0.039981,0.853382,0.519750
47524.156,36037.125,2033.423,-0.165,15,9,14,0.242288,0.921840,0.302501
47510.375,36045.918,2017.655,0.827,37,31,38,-0.232151,0.596736,0.768122
47509.832,36045.945,2017.485,0.885,27,21,25,-0.212675,0.641129,0.737376
47509.809,36047.414,2015.807,0.959,20,15,19,-0.187649,0.791789,0.581255
47533.340,36031.938,2051.169,-0.833,51,41,46,-0.222044,0.430677,0.874765
47533.086,36032.082,2050.977,-0.831,52,41,44,-0.443159,0.643835,0.623768
47530.914,36032.500,2049.727,-0.759,48,40,43,-0.121743,0.468351,0.875115
47530.152,36033.074,2049.469,-0.768,35,30,36,-0.039751,0.500316,0.864930
47508.543,36047.727,2014.400,1.007,21,16,21,-0.303511,0.892590,0.333413
47527.203,36035.258,2040.377,0.538,18,12,16,-0.436105,0.882420,-0.176484
47527.148,36035.438,2041.800,0.561,18,12,17,-0.459892,0.874811,-0.152330
47526.289,36035.742,2044.510,-0.629,21,15,18,-0.533271,0.843996,-0.057386
47527.914,36035.301,2038.774,0.449,17,11,15,-0.568721,0.821795,-0.034763
47508.191,36048.102,2009.453,1.264,18,13,16,-0.362171,0.924019,0.122560
47508.418,36048.086,2010.594,1.284,19,15,22,-0.391097,0.920305,-0.009035
47526.887,36035.215,2036.094,-0.460,18,12,16,-0.019949,0.895046,0.445528
47527.359,36035.152,2036.526,-0.469,17,10,12,-0.393128,0.878137,0.272629
47519.012,36040.684,2026.320,-0.013,18,13,18,0.041995,0.887320,0.459239
47520.125,36039.809,2028.315,-0.082,18,13,19,0.107812,0.923910,0.367107
47533.992,36031.922,2051.323,-0.873,62,51,56,-0.153596,0.426336,0.891429
47527.512,36035.520,2040.907,0.538,18,12,17,-0.431721,0.893167,-0.125978
47526.367,36035.480,2043.260,-0.649,19,13,18,-0.438814,0.845065,-0.305464
47526.406,36035.723,2043.981,-0.629,20,16,18,-0.572592,0.805815,-0.150997
47527.387,36036.219,2044.590,-0.634,24,20,24,-0.367690,0.927853,-0.062388
47526.660,36035.852,2045.521,-0.553,30,26,29,-0.520815,0.817540,0.245726
47507.109,36048.465,2004.846,1.336,19,15,21,-0.714733,0.697613,0.049931
47507.133,36048.547,2004.440,1.364,17,12,17,-0.723555,0.690096,0.015335
47506.648,36048.266,1999.476,1.384,18,13,17,-0.644083,0.763515,0.046920
47528.148,36035.449,2037.399,-0.477,17,10,13,-0.486001,0.873725,0.020194
47526.039,36036.398,2034.180,-0.348,16,10,12,0.261153,0.853712,0.450528
47523.309,36037.934,2030.053,-0.126,16,10,11,0.230054,0.948803,0.216442
47517.758,36041.789,2024.075,0.173,18,13,19,-0.122542,0.789877,0.600897
47523.926,36037.480,2032.356,-0.117,16,10,13,0.225072,0.952852,0.203509
47527.492,36035.605,2046.869,-0.548,42,36,39,-0.519885,0.664577,0.536709
47516.840,36042.598,2022.750,0.295,17,11,15,-0.399009,0.683780,0.610931
47516.676,36042.875,2022.254,0.311,17,11,14,-0.441316,0.735527,0.514043
47512.918,36044.633,2019.094,0.593,73,65,77,0.101206,0.772981,0.626305
47512.926,36045.422,2018.060,0.658,20,13,18,0.167680,0.787039,0.593678
47512.055,36045.230,2018.544,0.676,31,26,34,-0.006945,0.720842,0.693064
47528.066,36035.219,2047.765,-0.703,44,40,48,-0.410717,0.502351,0.760890
47528.555,36035.227,2047.925,-0.738,41,39,47,-0.155058,0.600662,0.784323
47527.613,36035.219,2047.436,-0.603,41,35,40,-0.481813,0.606043,0.632904
47507.379,36048.656,2002.451,1.414,16,11,15,-0.587024,0.807688,-0.055166
47507.168,36048.559,2003.990,1.364,17,12,19,-0.702918,0.711237,0.006932
47507.367,36048.750,2005.370,1.340,20,17,23,-0.712432,0.694805,0.098418
47507.441,36048.625,2006.149,1.316,22,16,21,-0.523283,0.825352,0.212059
47521.715,36039.898,2027.107,-0.036,18,15,23,0.240908,0.836272,0.492557
47520.605,36040.203,2027.019,0.009,17,11,15,0.165108,0.872297,0.460257
47509.023,36048.227,2013.144,1.056,20,15,19,-0.424804,0.900806,0.089942
47526.941,36036.273,2033.791,-0.398,17,12,18,0.286786,0.813345,0.506186
47515.367,36043.613,2020.225,0.461,19,14,20,0.003911,0.903359,0.428867
47516.160,36043.242,2021.262,0.371,16,11,13,-0.317920,0.851406,0.417174
47518.504,36041.906,2024.126,0.151,21,21,36,-0.272143,0.499187,0.822648
47524.199,36037.594,2030.721,-0.123,15,10,13,0.209328,0.976460,0.052029
47524.785,36037.477,2030.872,-0.146,15,8,12,0.221684,0.972188,0.075546
47524.477,36037.543,2030.399,-0.123,16,11,13,0.183372,0.966280,0.180771
47525.164,36037.230,2032.310,-0.174,16,9,12,0.163799,0.968605,0.187014
47517.113,36043.098,2022.422,0.311,17,12,16,-0.439221,0.663006,0.606225
47509.805,36047.082,2016.250,0.925,23,18,23,-0.304479,0.773153,0.556351
47527.914,36035.961,2042.517,0.711,20,13,18,-0.373625,0.909012,-0.184665
47510.457,36046.715,2017.082,0.873,26,20,24,-0.129720,0.648602,0.749992
47527.531,36036.176,2043.848,-0.645,22,18,23,-0.377844,0.906539,-0.188204
47510.000,36046.680,2016.898,0.879,27,21,25,-0.308070,0.685495,0.659689
47527.473,36036.117,2046.262,-0.584,41,34,36,-0.391510,0.810186,0.436254
47507.590,36048.805,2000.948,1.450,16,12,17,-0.525067,0.847749,0.075010
47508.449,36048.957,2006.911,1.323,25,19,22,-0.572072,0.713854,0.403913
47508.348,36049.254,2006.273,1.297,25,19,22,-0.582095,0.732103,0.353823
47523.473,36038.234,2028.951,-0.121,16,10,16,0.289476,0.898117,0.331042
47508.418,36048.121,2010.997,1.210,19,14,18,-0.365800,0.930544,0.016686
47516.367,36043.672,2020.116,0.421,17,11,15,-0.171630,0.956602,0.235492
47516.902,36043.523,2021.287,0.350,16,11,14,-0.368103,0.872144,0.322281
47525.449,36036.852,2033.401,-0.252,16,9,11,0.169094,0.910832,0.376553
47525.461,36037.066,2032.848,-0.296,16,10,12,0.119413,0.943228,0.309937
47527.793,36035.379,2036.219,-0.481,17,11,13,-0.272362,0.947169,0.169379
47528.027,36035.383,2037.929,0.481,16,10,12,-0.534243,0.845321,-0.004058
47527.324,36035.695,2034.875,-0.447,17,12,17,0.051135,0.964075,0.260662
47515.824,36043.863,2019.477,0.446,18,14,19,0.102662,0.918483,0.381903
47515.328,36043.973,2019.453,0.497,21,18,27,0.128882,0.861625,0.490909
47514.469,36044.008,2019.572,0.527,26,27,44,0.151646,0.779252,0.608087
47511.484,36046.746,2016.761,0.836,17,12,16,0.205586,0.817774,0.537569
47531.996,36032.828,2049.662,-0.797,66,54,57,-0.198034,0.521539,0.829927
47530.773,36034.117,2048.778,-0.810,52,50,60,-0.009307,0.472016,0.881541
47529.383,36035.211,2047.985,-0.804,32,27,33,0.103199,0.818325,0.565415
47506.617,36048.641,1998.094,1.399,18,13,18,-0.586053,0.619831,0.521874
47528.047,36035.457,2039.445,0.460,17,10,15,-0.520595,0.844326,-0.126868
47528.258,36035.891,2041.361,0.692,19,13,19,-0.430348,0.893362,-0.129246
47507.418,36048.797,2000.359,1.404,17,13,18,-0.537320,0.838220,0.093136
47507.055,36048.527,2000.015,1.382,17,13,16,-0.617190,0.785898,0.037959
47508.828,36048.332,2009.529,1.294,20,15,17,-0.395601,0.914913,0.080208
47508.738,36048.727,2007.728,1.312,27,21,25,-0.490102,0.781252,0.386582
47523.504,36038.699,2027.732,-0.107,24,27,42,0.139925,0.726709,0.672544
47527.105,36035.938,2034.219,-0.454,16,10,14,0.297260,0.838865,0.456006
47519.008,36041.781,2024.411,0.118,25,29,48,-0.406108,0.547506,0.731652
47520.449,36041.098,2025.725,0.084,20,18,29,-0.154180,0.570316,0.806826
47526.285,36036.641,2033.551,-0.348,16,9,12,0.213502,0.867443,0.449398
47515.805,36043.758,2019.836,0.446,18,13,19,0.048068,0.936680,0.346871
47514.508,36044.586,2018.858,0.579,21,21,34,0.209630,0.846060,0.490141
47513.211,36045.711,2017.516,0.676,17,10,13,0.236241,0.810630,0.535788
47528.219,36036.098,2046.254,-0.597,30,23,26,0.143235,0.966514,0.212917
47529.160,36035.902,2046.461,-0.665,21,17,21,0.069759,0.938461,0.338267
47525.977,36037.148,2032.335,-0.296,16,10,12,0.072320,0.985215,0.155311
47510.125,36047.551,2015.711,0.959,19,12,17,-0.044321,0.901202,0.431127
47510.559,36047.840,2014.917,0.950,19,15,22,0.138882,0.913257,0.382979
47509.926,36048.230,2013.912,1.058,18,12,16,-0.190887,0.908505,0.371726
47533.023,36032.430,2050.495,-0.831,46,35,38,-0.475419,0.646772,0.596374
47532.574,36033.355,2049.592,-0.819,90,77,78,-0.288225,0.442356,0.849263
47506.730,36048.164,2003.279,1.408,17,12,17,-0.688853,0.724889,0.004158
47528.535,36036.355,2043.477,-0.679,20,14,18,-0.231110,0.947688,-0.220170
47527.871,36036.406,2044.679,-0.642,25,20,24,-0.239260,0.970402,0.032792
47528.090,36036.410,2044.908,-0.625,25,19,24,-0.019568,0.984175,0.176116
47508.938,36049.086,2007.379,1.302,31,24,27,-0.534508,0.726468,0.431909
47509.582,36048.547,2012.608,1.072,20,16,21,-0.459377,0.887950,-0.022768
47522.645,36039.410,2027.413,-0.052,19,15,22,0.285669,0.748484,0.598468
47521.215,36040.523,2026.282,0.044,21,21,34,0.154605,0.788033,0.595903
47520.695,36041.395,2025.651,0.084,28,24,33,-0.193574,0.493687,0.847822
47528.566,36035.656,2035.242,-0.517,17,10,12,-0.128011,0.972121,0.196452
47520.102,36041.648,2025.340,0.106,23,19,27,-0.359813,0.571468,0.737536
47527.758,36036.098,2033.763,-0.454,16,10,14,0.077062,0.867295,0.491794
47518.168,36042.844,2023.311,0.219,31,25,30,-0.429296,0.565212,0.704443
47525.785,36037.273,2030.305,-0.280,14,8,12,0.231613,0.966119,0.113887
47526.438,36037.168,2030.941,-0.334,16,9,11,0.088513,0.995499,0.033875
47525.738,36037.359,2029.901,-0.250,14,9,13,0.197219,0.941960,0.271693
47525.539,36037.637,2029.218,-0.246,13,10,13,0.182824,0.919789,0.347224
47525.043,36037.680,2029.423,-0.167,16,9,13,0.201336,0.937251,0.284647
47510.777,36047.605,2015.458,0.921,17,13,19,0.184665,0.909012,0.373625
47512.070,36046.941,2016.128,0.861,16,10,14,0.292331,0.861688,0.414773
47511.156,36047.355,2015.902,0.915,17,10,14,0.210649,0.867993,0.449683
47533.727,36032.527,2050.923,-0.852,51,40,45,-0.383754,0.620924,0.683510
47532.684,36034.289,2049.170,-0.847,104,90,100,-0.291737,0.472707,0.831527
47528.348,36035.719,2039.799,0.520,18,12,14,-0.451077,0.880536,-0.145555
47528.445,36035.676,2038.940,0.491,17,11,14,-0.475318,0.877190,-0.067903
47528.574,36035.980,2040.756,0.581,19,12,18,-0.417851,0.897025,-0.144037
47507.680,36049.023,2003.331,1.402,17,14,20,-0.637622,0.763681,-0.101140
47507.645,36049.105,2004.447,1.345,20,18,25,-0.677400,0.735582,-0.006926
47507.219,36049.250,1997.951,1.384,22,20,32,-0.621989,0.655340,0.428555
47528.746,36036.344,2045.163,-0.625,20,13,17,-0.005960,0.969064,0.246736
47529.164,36036.074,2045.922,-0.665,20,15,18,0.018894,0.945965,0.323719
47509.117,36048.477,2009.073,1.286,23,18,20,-0.394574,0.910447,0.124088
47509.410,36048.531,2010.510,1.266,21,15,19,-0.386672,0.922064,0.016812
47509.805,36048.582,2012.216,1.089,18,14,18,-0.086330,0.995532,0.038248
47516.938,36043.988,2019.300,0.458,16,11,15,-0.269455,0.945144,0.184652
47524.336,36038.922,2027.101,-0.156,25,24,37,0.366570,0.783201,0.502218
47524.031,36038.934,2027.368,-0.156,25,28,43,0.315473,0.806913,0.499367
47521.820,36040.402,2026.302,0.014,25,26,41,0.106443,0.581792,0.806343
47521.270,36041.277,2025.840,0.072,40,39,60,-0.081168,0.533998,0.841581
47527.883,36036.602,2032.825,-0.476,16,9,11,0.212806,0.893786,0.394792
47527.254,36036.738,2032.912,-0.440,16,10,11,0.236368,0.846348,0.477310
47512.691,36046.664,2016.243,0.788,16,11,14,0.236632,0.844241,0.480897
47528.617,36035.637,2036.584,-0.467,17,11,14,-0.270310,0.962598,-0.018347
47534.074,36032.465,2051.066,-0.871,46,38,43,-0.182301,0.540877,0.821108
47508.770,36049.355,2001.395,1.466,17,12,16,-0.470195,0.872809,-0.130849
47508.277,36049.352,2002.766,1.401,17,14,21,-0.560562,0.808357,-0.179803
47508.746,36049.441,2001.790,1.466,18,12,17,-0.477215,0.869368,-0.128315
47528.719,36036.414,2044.732,-0.625,20,13,16,-0.010078,0.988796,0.148935
47507.859,36049.246,2005.291,1.340,23,21,26,-0.618472,0.779304,0.100885
47522.406,36040.121,2026.456,-0.018,26,26,41,0.083073,0.735996,0.671870
47522.328,36040.527,2026.146,-0.018,27,28,46,0.100571,0.599055,0.794367
47529.074,36035.938,2034.457,-0.453,17,10,13,-0.210387,0.944677,0.251639
47528.910,36036.027,2034.090,-0.493,16,10,12,-0.152159,0.936257,0.316655
47508.801,36049.383,2001.194,1.478,17,13,17,-0.458895,0.882491,0.103075
47507.625,36049.793,1997.822,1.373,24,23,35,-0.578216,0.638903,0.507414
47510.070,36047.945,2014.687,0.973,19,13,17,-0.174437,0.914730,0.364474
47517.316,36043.969,2020.180,0.389,21,16,20,-0.341272,0.918149,0.201336
47531.355,36035.313,2047.928,-0.845,40,36,44,-0.292823,0.731258,0.616049
47531.148,36035.660,2047.350,-0.845,25,20,25,-0.308834,0.799801,0.514723
47517.980,36043.500,2022.573,0.316,31,24,28,-0.466911,0.681121,0.563975
47518.379,36043.785,2022.633,0.259,38,30,35,-0.495568,0.749115,0.439590
47518.840,36043.488,2023.378,0.216,33,27,31,-0.493082,0.580592,0.647907
47512.586,36046.996,2015.517,0.852,16,10,13,0.356046,0.880268,0.313624
47529.438,36036.473,2044.623,-0.636,19,12,16,-0.098319,0.981973,0.161437
47510.164,36048.879,2009.653,1.243,37,30,34,-0.531946,0.817082,0.222283
47509.184,36049.648,2006.719,1.297,21,14,17,-0.505221,0.782850,0.363178
47509.715,36048.625,2010.938,1.163,20,14,19,-0.303932,0.946304,0.110159
47524.422,36038.559,2027.669,-0.132,28,31,51,0.300799,0.833820,0.462887
47510.855,36048.070,2014.330,0.996,17,12,18,0.132294,0.917700,0.374600
47522.855,36039.789,2026.834,-0.086,28,29,45,0.297152,0.701920,0.647309
47528.406,36036.426,2033.044,-0.475,16,9,12,0.057813,0.910220,0.410070
47516.129,36044.855,2017.816,0.575,17,10,15,0.169112,0.726726,0.665785
47516.004,36045.246,2017.429,0.575,16,10,14,0.077031,0.716537,0.693282
47517.313,36044.336,2018.351,0.478,16,11,16,-0.205765,0.851598,0.482122
47515.063,36045.172,2017.688,0.595,17,11,15,0.154421,0.793095,0.589199
47513.148,36046.754,2015.619,0.780,16,9,13,0.284739,0.909704,0.302261
47531.730,36035.477,2047.994,-0.851,31,26,32,-0.254797,0.694757,0.672601
47532.090,36034.918,2048.590,-0.862,66,59,71,-0.278715,0.533809,0.798352
47535.988,36031.836,2051.538,-0.953,82,75,98,-0.192550,0.386548,0.901945
47535.336,36031.770,2051.473,-0.955,119,99,105,-0.029882,0.375477,0.926350
47534.961,36032.137,2051.339,-0.913,44,37,46,-0.077763,0.413372,0.907236
47511.707,36047.766,2014.561,0.982,18,15,25,0.241411,0.890111,0.386554
47512.191,36047.324,2015.165,0.873,16,11,13,0.353434,0.859663,0.368868
47533.996,36033.129,2050.493,-0.871,79,72,75,-0.287667,0.576924,0.764464
47533.789,36033.668,2050.036,-0.871,87,79,84,-0.427329,0.430554,0.794993
47509.191,36049.676,2001.425,1.452,19,14,20,-0.574471,0.818102,-0.026301
47508.445,36049.648,2003.383,1.399,20,16,23,-0.523403,0.837741,-0.155686
47528.984,36036.055,2040.207,0.635,19,12,17,-0.379969,0.909365,-0.169350
47529.633,36036.047,2039.039,0.562,18,13,17,-0.130246,0.972422,-0.193473
47527.090,36037.121,2031.364,-0.442,17,9,11,0.052992,0.998530,0.011430
47527.258,36037.012,2032.157,-0.440,16,9,11,0.224508,0.943484,0.243791
47526.859,36036.977,2032.593,-0.373,17,9,12,0.187412,0.925787,0.328323
47527.773,36037.066,2031.018,-0.924,18,9,11,0.104535,0.991358,0.079263
47529.746,36035.875,2037.281,0.526,17,10,13,-0.128531,0.990713,0.044360
47529.219,36035.773,2037.048,0.510,18,10,14,-0.208833,0.977339,-0.034607
47518.031,36043.914,2022.023,0.316,31,26,32,-0.480787,0.829318,0.284738
47518.016,36044.008,2021.526,0.352,22,17,22,-0.396056,0.918071,0.016881
47521.387,36041.699,2025.462,0.098,92,92,109,0.085819,0.650185,0.754913
47520.992,36041.625,2025.527,0.098,63,61,71,-0.032078,0.592751,0.804747
47520.570,36042.387,2025.031,0.125,88,84,93,-0.294164,0.644589,0.705672
47530.012,36036.477,2044.682,-0.648,19,12,16,-0.038596,0.959910,0.277639
47532.219,36035.141,2048.450,-0.862,47,40,49,-0.166082,0.659758,0.732895
47516.719,36044.723,2017.692,0.561,17,11,16,0.138789,0.777516,0.613357
47530.629,36036.160,2045.997,-0.730,20,15,19,-0.185495,0.933053,0.308228
47534.297,36033.531,2050.366,-0.871,90,86,90,-0.349444,0.418393,0.838353
47512.074,36047.848,2014.042,0.982,17,12,17,0.356793,0.834614,0.419665
47508.836,36049.484,2000.853,1.478,18,13,18,-0.548984,0.832696,0.072347
47529.789,36036.551,2040.861,0.774,19,14,20,-0.400221,0.892802,-0.206708
47529.461,36036.594,2043.483,-0.704,19,13,18,-0.276779,0.959249,0.056872
47508.156,36049.609,1998.846,1.356,18,13,17,-0.559169,0.758988,0.333568
47528.266,36037.383,2029.438,-1.164,16,9,11,-0.111900,0.915925,0.385435
47509.555,36049.586,2007.272,1.333,22,15,19,-0.495403,0.760272,0.420193
47527.273,36037.715,2028.621,-1.100,17,9,12,-0.020194,0.873725,0.486001
47527.164,36038.012,2028.084,-1.133,17,9,13,0.017771,0.837967,0.545431
47511.059,36048.793,2011.756,1.083,17,11,14,-0.161683,0.944284,0.286682
47523.125,36041.184,2025.474,-0.106,30,31,51,0.128265,0.564662,0.815295
47510.957,36049.004,2011.149,1.127,22,15,18,-0.448708,0.809591,0.378448
47524.156,36039.844,2026.462,-0.168,48,53,82,0.054220,0.515782,0.855002
47523.637,36040.332,2026.167,-0.088,46,52,82,0.098088,0.642696,0.759816
47511.773,36048.723,2012.345,1.046,16,9,14,-0.110279,0.927161,0.358066
47511.945,36048.520,2012.841,1.035,18,11,15,0.062107,0.931612,0.358109
47517.852,36044.109,2020.299,0.380,22,18,22,-0.225371,0.941583,0.250259
47528.707,36036.352,2033.172,-0.475,16,8,12,0.198436,0.957551,0.209090
47518.613,36044.094,2022.205,0.323,29,23,28,-0.293841,0.869342,0.397370
47518.609,36043.906,2022.661,0.259,31,25,29,-0.256659,0.861099,0.438902
47530.668,36036.410,2039.089,0.598,18,12,14,-0.429295,0.847742,-0.311510
47513.352,36047.070,2014.136,0.911,19,17,27,0.285243,0.908389,0.305722
47513.367,36047.148,2013.964,0.911,22,22,35,0.416788,0.689111,0.592802
47512.543,36048.148,2013.294,0.986,17,11,14,0.281847,0.801454,0.527479
47512.773,36047.402,2014.190,0.951,18,16,25,0.428319,0.790370,0.438017
47509.602,36050.273,2002.126,1.453,23,21,27,-0.633875,0.745462,-0.206126
47509.645,36050.156,2001.780,1.438,23,21,27,-0.677656,0.687178,-0.261858
47509.777,36050.488,2002.347,1.453,25,23,29,-0.598584,0.799527,-0.049528
47509.184,36050.051,2003.378,1.380,22,21,28,-0.539684,0.832196,-0.127243
47530.195,36036.629,2044.229,-0.705,18,14,18,-0.120801,0.949152,0.290719
47508.273,36050.277,1997.866,1.391,24,23,30,-0.519313,0.702993,0.485917
47525.801,36038.520,2027.365,-0.355,19,16,24,-0.092377,0.684763,0.722887
47525.645,36039.188,2026.880,-0.576,22,19,29,-0.058419,0.605566,0.793648
47527.840,36037.602,2028.847,-1.143,17,9,11,-0.081921,0.890028,0.448485
47520.410,36042.961,2024.341,0.178,49,43,52,-0.185715,0.732116,0.655374
47522.020,36041.852,2025.299,0.091,66,66,88,0.205238,0.615715,0.760771
47521.148,36042.355,2025.061,0.101,125,122,131,0.233391,0.640651,0.731502
47521.695,36042.121,2025.014,0.109,93,91,111,0.123493,0.665076,0.736494
47520.941,36042.637,2024.779,0.148,88,82,94,0.067934,0.718362,0.692345
47518.957,36043.156,2023.689,0.205,42,34,36,-0.474234,0.425344,0.770834
47517.000,36044.949,2017.509,0.568,16,10,16,-0.333969,0.650017,0.682600
47513.852,36047.145,2013.921,0.911,23,23,36,-0.170819,0.877453,0.448216
47513.840,36046.984,2014.321,0.838,19,16,24,-0.110442,0.901708,0.418001
47508.848,36049.484,2000.432,1.438,21,20,28,-0.475818,0.869199,0.134502
47509.234,36049.758,2000.399,1.464,21,17,22,-0.583040,0.812433,-0.004096
47531.805,36035.773,2047.590,-0.863,30,25,30,-0.298345,0.770592,0.563186
47531.113,36036.219,2046.137,-0.776,20,15,19,-0.309011,0.894190,0.323939
47536.078,36032.402,2051.376,-0.939,74,64,79,-0.241470,0.322442,0.915272
47535.367,36033.129,2050.954,-0.904,58,47,52,-0.155693,0.404232,0.901308
47535.055,36033.285,2050.785,-0.879,49,39,43,-0.302268,0.471412,0.828495
47529.883,36036.656,2043.886,-0.692,19,14,18,-0.176993,0.975347,0.131804
47526.762,36038.602,2027.465,-0.993,19,16,23,-0.044062,0.703572,0.709257
47526.406,36039.508,2026.719,-0.968,22,20,30,-0.073183,0.592636,0.802139
47522.988,36041.449,2025.296,-0.005,27,26,43,0.300640,0.705781,0.641473
47522.613,36041.766,2025.005,0.063,37,35,50,0.319383,0.643630,0.695510
47510.578,36049.340,2009.665,1.201,32,25,29,-0.679225,0.715694,0.162589
47530.551,36036.176,2032.430,-0.696,16,9,12,-0.144499,0.985223,-0.091954
47528.723,36037.008,2030.757,-1.037,17,9,11,0.131878,0.949790,0.283738
47510.891,36049.453,2010.190,1.201,28,22,27,-0.478295,0.860339,0.176214
47530.512,36036.230,2036.102,0.442,17,11,14,-0.574445,0.790055,0.214069
47530.242,36036.551,2040.138,0.722,18,13,18,-0.387295,0.888850,-0.244842
47518.672,36044.137,2021.115,0.353,21,16,20,-0.236535,0.971355,-0.022813
47514.102,36047.797,2013.153,0.923,21,19,31,0.043986,0.764796,0.642769
47509.246,36049.883,1999.851,1.397,24,21,28,-0.472424,0.856363,0.208467
47510.164,36050.551,2001.455,1.478,24,20,26,-0.630104,0.742678,-0.226712
47530.648,36036.813,2043.953,-0.705,19,13,17,-0.242935,0.933824,0.262594
47536.609,36032.367,2051.564,-0.947,86,75,91,-0.279977,0.336269,0.899186
