//X,Y,Z,M3C2 distance,R,G,B,Nx,Ny,Nz
47520.262,36053.125,2003.505,0.376,25,20,25,-0.613944,0.553057,0.563205
47527.898,36047.184,2019.177,-0.674,89,84,87,-0.849406,0.040053,0.526218
47541.230,36039.605,2049.731,-1.238,42,36,41,-0.311513,0.423100,0.850850
47542.801,36038.914,2050.692,-1.223,48,40,45,-0.295500,0.411863,0.862003
47522.918,36050.602,2007.969,-0.250,35,33,41,-0.874720,0.076730,0.478515
47530.434,36047.055,2025.972,-0.860,45,33,36,-0.952475,-0.122857,0.278741
47518.176,36053.625,1997.047,0.867,32,26,30,-0.659438,0.694736,0.287200
47518.434,36053.645,1998.542,0.774,31,24,28,-0.554098,0.830442,-0.057807
47524.691,36050.133,2012.781,-0.681,42,34,38,-0.970158,-0.057938,0.235451
47518.699,36054.191,1996.929,0.853,27,22,26,-0.660824,0.714192,0.230739
47527.109,36048.863,2017.901,-0.833,156,131,140,-0.837213,0.006785,0.546835
47525.762,36049.434,2015.533,-0.762,45,36,39,-0.809053,0.081911,0.582000
47524.121,36049.762,2010.990,-0.516,36,29,33,-0.960737,0.003635,0.277438
47539.387,36040.984,2044.162,-1.737,23,18,21,-0.557844,0.805435,0.200212
47540.090,36041.227,2044.971,-1.566,23,18,22,-0.442190,0.867892,0.226342
47538.750,36040.957,2041.221,-1.284,20,14,17,-0.811689,0.583358,-0.029238
47538.617,36040.715,2042.270,-1.545,21,15,19,-0.586050,0.792000,0.171120
47518.363,36053.395,1999.916,0.903,24,18,22,-0.235967,0.913466,0.331511
47519.324,36053.230,2001.374,0.741,32,29,34,-0.518730,0.782111,0.345285
47519.934,36053.492,2002.252,0.540,30,24,27,-0.643418,0.731085,0.226997
47520.121,36053.395,2003.007,0.376,26,22,26,-0.728131,0.636522,0.254293
47528.152,36048.117,2019.545,-0.767,50,41,46,-0.883928,0.042092,0.465725
47527.930,36048.570,2019.116,-0.906,46,36,42,-0.841510,0.045901,0.538288
47538.199,36041.273,2039.344,-0.584,24,15,18,-0.906635,0.060803,0.417512
47538.520,36041.582,2040.041,-0.774,22,14,18,-0.887632,-0.047576,0.458089
47538.125,36041.445,2039.196,-0.584,25,16,19,-0.704241,-0.262302,0.659729
47526.348,36048.914,2016.612,-0.803,96,85,95,-0.877366,0.045169,0.477692
47532.449,36045.270,2030.990,-0.779,54,40,44,-0.922128,-0.296859,0.248100
47533.199,36045.422,2034.354,-0.609,36,27,31,-0.933603,-0.270955,0.234454
47534.527,36044.418,2037.328,-0.683,33,24,25,-0.690683,-0.326652,0.645179
47535.297,36043.668,2037.821,-0.426,28,20,23,-0.698017,-0.206762,0.685581
47535.551,36044.254,2038.139,-0.686,35,25,27,-0.681465,-0.290224,0.671845
47533.660,36044.332,2035.974,-0.500,32,23,26,-0.917166,-0.372729,0.140995
47533.457,36044.965,2035.430,-0.488,37,29,33,-0.983565,-0.161731,0.080267
47533.758,36044.426,2036.349,-0.496,36,26,28,-0.937396,-0.083530,0.338099
47533.902,36044.410,2036.700,-0.496,37,27,28,-0.787896,-0.174582,0.590543
47522.563,36052.078,2007.087,-0.171,54,49,54,-0.728220,0.314862,0.608734
47529.668,36047.586,2023.547,-0.953,45,33,37,-0.945807,0.052759,0.320416
47529.645,36047.184,2023.466,-0.853,49,36,40,-0.952686,-0.060102,0.297954
47521.051,36052.801,2005.126,0.138,25,22,27,-0.778549,0.552467,0.297727
47522.449,36051.395,2007.154,-0.098,35,29,34,-0.775574,0.101162,0.623098
47524.680,36050.672,2013.185,-0.700,41,34,37,-0.977562,0.117704,0.174697
47530.055,36047.570,2024.778,-0.893,39,30,33,-0.958847,0.013505,0.283603
47525.703,36050.109,2015.305,-0.756,51,41,44,-0.772176,0.120050,0.623965
47525.301,36050.156,2014.787,-0.704,51,41,44,-0.864905,0.210625,0.455606
47523.574,36050.832,2009.549,-0.430,38,31,35,-0.904693,0.069382,0.420376
47518.113,36054.281,1996.219,0.902,42,33,36,-0.541554,0.672332,0.504668
47518.066,36054.797,1995.535,0.889,98,83,92,-0.435822,0.652898,0.619502
47519.867,36053.566,2001.637,0.540,31,24,27,-0.545388,0.817326,0.185825
47538.848,36041.223,2040.968,-1.284,21,13,17,-0.924524,0.290075,0.247207
47520.922,36053.117,2004.205,0.192,26,20,24,-0.586575,0.610241,0.532481
47521.746,36052.328,2006.369,0.016,33,27,32,-0.702864,0.012526,0.711214
47530.602,36047.469,2026.784,-0.855,44,33,36,-0.958126,-0.099832,0.268379
47531.105,36047.070,2028.139,-0.820,57,44,49,-0.932369,-0.211711,0.293030
47530.184,36046.855,2025.060,-0.895,43,32,35,-0.950854,-0.084549,0.297873
47533.773,36045.188,2036.259,-0.642,44,34,37,-0.922064,0.016812,0.386672
47524.223,36051.109,2011.302,-0.737,41,31,34,-0.950488,0.060451,0.304825
47524.340,36051.090,2011.785,-0.760,38,30,33,-0.951816,0.071031,0.298330
47519.797,36054.027,2000.100,0.674,36,31,34,-0.523873,0.803901,0.281601
47520.035,36053.418,2002.670,0.470,24,20,24,-0.682943,0.695446,0.223480
47528.598,36049.035,2020.271,-0.885,45,35,39,-0.879660,0.193024,0.434673
47528.680,36048.344,2020.641,-0.914,46,35,38,-0.909968,0.124404,0.395578
47542.199,36039.836,2049.976,-1.241,44,38,45,-0.400609,0.475217,0.783378
47541.707,36039.734,2049.773,-1.247,47,41,47,-0.328116,0.444291,0.833634
47541.426,36039.996,2049.526,-1.256,47,39,44,-0.325303,0.543239,0.773996
47539.914,36041.051,2045.285,-1.528,25,20,23,-0.441244,0.883935,0.154797
47538.824,36041.762,2040.671,-1.107,21,13,18,-0.921671,0.024769,0.387180
47539.137,36041.504,2041.559,-1.374,20,13,16,-0.877764,0.414209,0.240750
47542.555,36039.844,2050.173,-1.241,42,36,42,-0.382164,0.449323,0.807502
47538.391,36042.121,2040.143,-0.924,22,14,17,-0.773077,-0.346997,0.530986
47537.328,36042.379,2038.947,-0.410,26,18,21,-0.651206,-0.384129,0.654504
47532.762,36045.883,2033.111,-0.784,51,39,42,-0.917534,-0.388969,0.082673
47535.895,36044.188,2038.642,-0.656,33,22,26,-0.657541,-0.355826,0.664100
47534.465,36045.098,2037.529,-0.567,47,36,36,-0.826370,0.001357,0.563126
47534.871,36045.059,2038.048,-0.646,45,33,35,-0.713373,-0.293365,0.636425
47533.320,36045.949,2034.955,-0.674,43,34,37,-0.937772,-0.198669,0.284805
47533.457,36045.797,2035.675,-0.662,45,35,37,-0.892258,0.025417,0.450811
47532.926,36046.102,2034.043,-0.734,46,36,39,-0.924532,-0.237900,0.297731
47538.867,36042.168,2040.786,-1.109,21,13,17,-0.783601,-0.269609,0.559715
47536.840,36042.547,2038.569,-0.269,26,18,21,-0.625871,-0.372894,0.685008
47528.969,36048.340,2021.467,-0.890,47,37,41,-0.950405,0.073906,0.302107
47520.672,36053.441,2003.627,0.320,24,20,25,-0.532669,0.660375,0.529309
47531.031,36047.754,2028.319,-0.838,50,39,44,-0.961183,-0.137312,0.239315
47524.723,36050.949,2013.080,-0.700,42,34,37,-0.979572,0.193037,0.056352
47524.918,36050.828,2013.841,-0.679,44,35,38,-0.932593,0.123892,0.339001
47524.469,36050.961,2012.143,-0.752,38,29,33,-0.880819,0.189692,0.433792
47539.555,36041.344,2043.038,-1.583,22,15,17,-0.591742,0.767538,0.246428
47540.766,36041.398,2045.410,-1.480,25,20,23,-0.436102,0.861568,0.259838
47540.555,36040.852,2047.398,-1.370,32,27,31,-0.432012,0.824463,0.365549
47540.445,36040.941,2046.970,-1.388,27,22,26,-0.441970,0.882491,0.160848
47544.379,36038.809,2051.023,-1.062,58,52,64,-0.104404,0.421793,0.900661
47543.555,36039.043,2050.791,-1.195,52,43,47,-0.134973,0.421969,0.896507
47521.535,36053.570,2005.084,0.075,32,28,34,-0.765463,0.524935,0.372168
47523.059,36052.996,2006.965,-0.077,100,94,100,-0.675085,0.494169,0.547774
47526.906,36050.320,2017.705,-0.689,65,48,52,-0.860883,-0.020336,0.508396
47526.102,36050.938,2015.778,-0.684,48,38,43,-0.819286,0.202162,0.536564
47530.078,36048.621,2024.890,-0.893,45,35,38,-0.977116,-0.012903,0.212315
47525.523,36050.711,2014.833,-0.698,44,36,39,-0.850932,0.212356,0.480437
47534.656,36045.676,2037.663,-0.638,45,34,36,-0.858186,0.006736,0.513295
47519.418,36054.316,1998.911,0.699,29,24,26,-0.579766,0.744491,0.331064
47519.441,36054.344,1998.225,0.718,31,27,32,-0.541948,0.839813,0.031717
47519.391,36054.363,1998.714,0.699,29,24,28,-0.501999,0.864630,0.020296
47540.258,36041.465,2044.413,-1.621,22,16,19,-0.521339,0.824052,0.221684
47539.648,36041.223,2043.772,-1.737,22,16,19,-0.542951,0.818208,0.189050
47541.094,36041.777,2045.137,-1.459,26,20,24,-0.582126,0.728881,0.360364
47541.133,36041.113,2047.447,-1.344,29,25,30,-0.491419,0.806308,0.329203
47542.754,36040.520,2049.819,-1.296,54,48,54,-0.378973,0.528610,0.759573
47536.527,36043.664,2038.933,-0.215,32,22,25,-0.662164,-0.391354,0.639046
47535.125,36045.199,2038.451,-0.710,47,34,36,-0.742942,-0.261376,0.616214
47534.773,36045.320,2037.949,-0.646,46,35,36,-0.849273,-0.020448,0.527558
47534.875,36045.719,2038.195,-0.698,45,32,33,-0.855438,-0.037193,0.516569
47532.961,36046.410,2034.313,-0.781,47,37,41,-0.943327,-0.113734,0.311766
47538.074,36042.824,2040.179,-0.693,22,14,16,-0.732213,-0.384944,0.561855
47537.578,36043.664,2040.103,-0.426,32,21,23,-0.686997,-0.365633,0.627971
47532.238,36047.121,2032.141,-0.865,56,45,47,-0.936537,-0.192857,0.292754
47529.305,36048.363,2022.456,-0.916,73,68,73,-0.933994,0.048333,0.354003
47530.594,36048.605,2026.759,-0.768,43,32,34,-0.971413,-0.057866,0.230234
47523.488,36052.688,2008.369,-0.337,35,28,33,-0.878334,0.282700,0.385500
47532.961,36046.664,2034.190,-0.809,50,39,42,-0.941856,-0.191121,0.276369
47532.977,36046.738,2034.585,-0.807,48,38,43,-0.946832,-0.209041,0.244564
47533.570,36046.238,2035.808,-0.759,44,33,35,-0.862013,-0.098312,0.497261
47534.031,36045.715,2036.923,-0.703,49,37,40,-0.846053,0.057336,0.530007
47525.020,36051.313,2013.864,-0.679,44,36,39,-0.837222,0.270820,0.475096
47524.973,36051.559,2013.622,-0.682,41,37,41,-0.816975,0.415654,0.399729
47531.633,36047.605,2030.404,-0.829,55,42,46,-0.948730,-0.126764,0.289556
47531.684,36047.809,2030.781,-0.859,51,39,43,-0.984120,-0.163028,0.070209
47524.770,36051.586,2012.856,-0.728,33,26,30,-0.953207,0.164901,0.253384
47520.188,36054.730,1999.095,0.590,26,22,27,-0.595064,0.759220,0.263596
47520.469,36054.543,1999.777,0.578,31,28,33,-0.482858,0.743238,0.463082
47520.566,36053.961,2002.825,0.422,24,19,23,-0.643453,0.749433,0.155943
47518.434,36055.453,1995.002,0.870,149,137,153,-0.261913,0.636528,0.725420
47528.332,36049.133,2019.672,-0.833,43,34,37,-0.852481,0.132608,0.505660
47518.875,36054.922,1996.017,0.857,36,32,38,-0.209412,0.938885,0.273206
47528.973,36049.066,2021.086,-0.861,48,37,43,-0.952948,0.173385,0.248653
47529.176,36048.922,2022.038,-0.855,53,43,48,-0.944312,0.080116,0.319149
47532.723,36047.316,2033.900,-0.827,53,40,44,-0.970152,0.020437,0.241636
47533.961,36046.203,2036.461,-0.700,41,31,34,-0.914516,0.106211,0.390359
47534.516,36046.641,2037.425,-0.773,45,36,39,-0.857295,-0.039906,0.513276
47531.500,36048.246,2030.140,-0.841,53,40,44,-0.955824,-0.163970,0.243955
47532.051,36047.664,2031.633,-0.846,54,42,46,-0.932915,-0.141517,0.331123
47532.328,36047.328,2032.472,-0.825,55,42,46,-0.954342,-0.122419,0.272481
47531.699,36048.008,2030.425,-0.858,53,41,45,-0.961917,-0.112331,0.249195
47542.309,36041.133,2049.043,-1.265,37,32,37,-0.378685,0.581962,0.719665
47541.973,36041.145,2048.835,-1.265,34,29,34,-0.540301,0.661490,0.520103
47520.535,36054.246,2000.287,0.598,62,60,68,-0.392308,0.833457,0.389157
47520.586,36053.996,2001.669,0.550,44,38,40,-0.558138,0.829738,-0.004074
47518.828,36055.074,1995.661,0.839,74,62,68,-0.235102,0.786270,0.571408
47519.086,36055.781,1994.867,0.837,156,147,163,-0.226597,0.648536,0.726673
47527.766,36049.988,2018.700,-0.721,74,61,62,-0.648148,0.365917,0.667839
47529.063,36049.375,2021.091,-0.808,48,38,42,-0.766359,0.561570,0.311983
47538.059,36043.727,2040.605,-0.817,23,15,17,-0.641178,-0.272063,0.717546
47536.887,36044.918,2040.087,-0.601,38,26,27,-0.705048,-0.343568,0.620377
47530.184,36049.406,2025.344,-0.808,40,29,32,-0.971579,-0.042667,0.232838
47523.344,36052.516,2007.910,-0.337,37,29,33,-0.910719,0.338433,0.236758
47533.977,36046.363,2036.510,-0.742,39,29,32,-0.885116,-0.099910,0.454519
47533.672,36046.938,2036.219,-0.820,41,30,32,-0.882626,0.045018,0.467915
47531.098,36048.012,2028.938,-0.845,52,41,45,-0.970389,-0.180746,0.160236
47526.207,36051.352,2015.698,-0.608,45,36,41,-0.873458,0.140042,0.466325
47531.090,36048.297,2028.970,-0.829,51,40,45,-0.950877,0.134696,0.278728
47525.234,36052.070,2013.555,-0.584,38,37,44,-0.766312,0.413384,0.491812
47525.746,36051.074,2015.206,-0.689,43,33,37,-0.832867,0.224645,0.505833
47526.320,36050.641,2016.196,-0.721,52,41,45,-0.860216,0.134907,0.491760
47524.238,36051.855,2010.910,-0.601,43,33,35,-0.866740,0.447591,0.220053
47545.082,36039.594,2050.757,-1.156,81,71,78,-0.115086,0.389628,0.913753
47525.211,36052.277,2013.277,-0.586,30,27,33,-0.822054,0.468618,0.323457
47519.949,36054.582,1998.870,0.628,27,23,28,-0.462776,0.878562,0.118186
47541.570,36041.055,2048.280,-1.278,32,27,32,-0.538373,0.764717,0.354065
47528.785,36049.406,2020.388,-0.810,46,36,39,-0.849950,0.324752,0.414875
47529.422,36049.547,2021.578,-0.784,47,37,41,-0.728894,0.664983,0.162822
47529.547,36049.379,2022.664,-0.806,54,43,47,-0.929454,0.303236,0.210150
47530.477,36049.195,2026.463,-0.740,43,32,35,-0.972960,-0.119575,0.197613
47533.023,36047.117,2035.067,-0.818,52,43,48,-0.908959,-0.175513,0.378138
47521.703,36054.078,2004.370,0.239,29,23,29,-0.715802,0.662780,0.219887
47522.031,36054.227,2004.936,0.170,23,18,21,-0.641746,0.720974,0.261452
47534.074,36047.078,2036.831,-0.794,44,33,36,-0.877034,0.149313,0.456637
47533.328,36047.172,2035.581,-0.819,48,38,40,-0.770573,0.284397,0.570383
47522.215,36053.488,2005.954,0.064,29,25,30,-0.523336,0.489896,0.697224
47531.617,36048.258,2030.991,-0.846,51,39,43,-0.995634,-0.007486,0.093040
47532.852,36048.004,2034.039,-0.838,51,39,42,-0.917923,-0.038302,0.394905
47523.602,36052.883,2008.443,-0.268,38,31,35,-0.748628,0.429433,0.505118
47523.527,36052.941,2008.197,-0.184,35,28,32,-0.847987,0.446390,0.285752
47519.953,36054.934,1996.894,0.684,42,37,43,-0.235709,0.959953,0.151433
47524.723,36052.375,2011.564,-0.566,39,29,31,-0.819283,0.496583,0.286671
47520.105,36054.867,1997.705,0.669,42,41,49,-0.399905,0.876773,0.267106
47521.277,36054.676,2000.776,0.501,73,65,69,-0.818814,0.548380,0.169772
47520.945,36054.145,2002.892,0.421,29,24,28,-0.525841,0.771773,0.357572
47540.926,36042.172,2044.010,-1.529,23,16,20,-0.731509,0.557262,0.392878
47528.309,36050.254,2019.004,-0.675,105,94,93,-0.623551,0.424015,0.656807
47539.984,36042.754,2042.269,-1.401,22,12,16,-0.669420,0.139901,0.729592
47529.234,36049.301,2021.914,-0.814,49,39,44,-0.841784,0.476858,0.252995
47535.012,36046.168,2038.363,-0.678,51,35,36,-0.819933,0.001360,0.572458
47538.980,36043.227,2041.479,-1.181,21,14,17,-0.652564,-0.192838,0.732785
47538.738,36043.145,2041.170,-0.965,22,15,17,-0.763955,-0.123123,0.633415
47535.250,36045.656,2038.696,-0.710,53,37,38,-0.703657,-0.041224,0.709343
47535.527,36045.188,2038.849,-0.802,45,33,34,-0.657756,-0.329690,0.677245
47535.836,36046.188,2039.264,-0.737,53,37,39,-0.874639,-0.264356,0.406352
47535.871,36045.633,2039.170,-0.807,44,31,33,-0.686567,-0.035390,0.726204
47529.891,36049.785,2023.770,-0.754,47,36,40,-0.969672,0.099615,0.223188
47530.629,36049.477,2027.529,-0.740,46,34,38,-0.972137,-0.172003,0.159262
47534.523,36046.805,2037.611,-0.773,48,42,45,-0.898012,-0.152762,0.412600
47522.441,36053.309,2006.240,-0.054,33,29,34,-0.499136,0.552915,0.667195
47528.020,36050.961,2018.437,-0.650,72,59,64,-0.638411,0.261384,0.723954
47525.746,36052.375,2014.339,-0.526,38,29,34,-0.815843,0.467328,0.340595
47531.246,36048.867,2028.994,-0.798,48,36,41,-0.967459,0.079259,0.240292
47531.523,36048.840,2030.802,-0.808,49,38,41,-0.922542,-0.113776,0.368743
47531.148,36049.004,2028.786,-0.735,47,36,41,-0.863338,-0.062763,0.500708
47523.988,36053.316,2008.579,-0.148,36,29,35,-0.687800,0.547228,0.476941
47532.523,36048.398,2032.965,-0.837,52,40,43,-0.973293,0.052511,0.223479
47525.344,36052.691,2012.902,-0.492,25,20,22,-0.768138,0.542689,0.339784
47520.465,36054.984,1997.963,0.669,31,28,34,-0.611179,0.791345,0.015245
47546.336,36039.824,2050.733,-1.048,89,80,91,-0.053372,0.249484,0.966907
47521.293,36054.609,2001.684,0.463,41,33,38,-0.776106,0.629618,0.035214
47521.559,36055.043,2001.762,0.417,28,22,27,-0.852010,0.502994,0.145179
47529.055,36049.895,2020.074,-0.760,49,39,42,-0.707129,0.547401,0.447571
47535.070,36046.629,2038.543,-0.706,54,39,40,-0.777085,-0.177924,0.603724
47529.684,36050.027,2023.029,-0.762,41,34,39,-0.939536,0.223435,0.259517
47533.137,36047.621,2035.095,-0.820,54,43,46,-0.747423,0.369641,0.552018
47534.391,36047.234,2037.442,-0.773,47,38,42,-0.859459,0.135245,0.492989
47531.227,36049.141,2030.005,-0.782,45,34,38,-0.947653,-0.217427,0.233836
47532.363,36048.535,2032.518,-0.853,51,40,44,-0.962156,0.040969,0.269404
47527.289,36051.262,2017.741,-0.599,47,37,41,-0.714000,0.282725,0.640524
47520.539,36055.145,1997.212,0.684,32,28,32,-0.529390,0.837345,0.136380
47520.777,36055.371,1997.012,0.641,26,20,24,-0.671198,0.720124,0.175826
47520.480,36055.262,1996.325,0.693,53,45,45,-0.584795,0.772933,0.246147
47520.309,36055.023,1997.255,0.684,41,39,47,-0.331008,0.936279,0.117541
47526.051,36052.238,2015.654,-0.565,36,29,34,-0.878098,-0.042334,0.476604
47519.953,36056.336,1994.831,0.762,48,39,45,-0.502832,0.580191,0.640733
47519.773,36056.441,1994.552,0.762,52,41,47,-0.398202,0.613000,0.682397
47524.188,36052.754,2009.435,-0.384,65,53,57,-0.813815,0.414102,0.407707
47520.219,36055.891,1995.286,0.730,55,46,54,-0.409433,0.664707,0.624924
47524.754,36053.043,2010.311,-0.301,41,35,41,-0.739433,0.542688,0.398408
47520.758,36055.344,1998.745,0.580,27,24,28,-0.698673,0.713019,0.058821
47521.055,36055.539,1998.946,0.553,31,27,31,-0.632122,0.738783,0.233713
47541.313,36042.375,2044.358,-1.485,24,18,21,-0.769375,0.478613,0.423074
47521.297,36054.609,2002.161,0.425,31,26,31,-0.774661,0.626968,0.082534
47539.652,36043.500,2042.000,-1.262,25,16,19,-0.521798,-0.165013,0.836958
47542.184,36042.012,2046.015,-1.383,32,25,29,-0.725139,0.459642,0.512741
47541.859,36041.891,2045.636,-1.459,34,27,31,-0.563411,0.607402,0.560028
47538.469,36043.973,2041.073,-0.994,23,15,18,-0.641143,-0.329499,0.693084
47538.566,36044.609,2041.463,-0.951,28,19,20,-0.589103,-0.342426,0.731916
47536.301,36045.762,2039.793,-0.785,37,26,27,-0.757616,-0.334385,0.560539
47536.820,36045.883,2040.585,-0.827,31,23,25,-0.709094,-0.380048,0.593928
47529.938,36050.270,2024.106,-0.754,37,27,32,-0.997665,-0.035137,0.058561
47530.453,36050.051,2027.355,-0.712,50,38,42,-0.970234,-0.190467,0.149562
47523.172,36054.395,2005.942,0.109,31,25,29,-0.423135,0.735959,0.528508
47523.605,36053.617,2007.167,-0.077,34,29,34,-0.712995,0.567418,0.411916
47523.340,36053.684,2006.715,0.018,36,31,37,-0.636524,0.541974,0.548727
47534.066,36047.992,2036.563,-0.792,49,38,43,-0.915120,0.120812,0.384656
47525.109,36052.586,2011.991,-0.473,29,23,28,-0.751969,0.557074,0.352435
47532.961,36049.047,2034.292,-0.860,46,36,40,-0.859060,0.101486,0.501714
47529.910,36050.184,2021.535,-0.676,36,28,32,-0.895704,0.444554,-0.009234
47529.762,36049.996,2022.095,-0.728,42,33,37,-0.914337,0.379457,-0.141421
47543.371,36041.438,2049.445,-1.311,40,33,38,-0.417664,0.627328,0.657280
47541.113,36043.617,2043.268,-1.365,24,16,19,-0.762843,-0.006922,0.646547
47541.480,36042.703,2044.454,-1.420,24,18,22,-0.815496,0.432484,0.384608
47540.406,36043.391,2042.406,-1.333,23,15,18,-0.619033,-0.015233,0.785217
47529.941,36050.238,2023.522,-0.762,42,32,37,-0.969452,0.150233,-0.193890
47529.918,36050.363,2023.713,-0.726,38,29,33,-0.994208,0.105860,-0.018553
47529.941,36050.910,2024.584,-0.692,35,27,31,-0.996926,0.031120,0.071899
47529.922,36050.504,2024.419,-0.692,36,27,32,-0.987098,-0.073944,0.142020
47530.359,36050.137,2026.572,-0.695,50,39,42,-0.979461,-0.154392,0.129689
47533.297,36048.301,2034.743,-0.835,51,40,43,-0.812840,0.209716,0.543424
47533.016,36048.297,2034.389,-0.831,49,39,41,-0.855991,0.048557,0.514705
47533.879,36048.129,2036.074,-0.844,51,40,45,-0.860205,0.201961,0.468251
47533.602,36048.273,2035.589,-0.836,49,39,43,-0.887720,0.102700,0.448784
47527.848,36051.414,2018.268,-0.629,51,43,48,-0.436478,0.330096,0.836973
47531.285,36049.695,2030.331,-0.720,46,36,40,-0.936863,0.238753,0.255508
47527.641,36051.641,2018.007,-0.599,44,36,41,-0.687995,0.140008,0.712082
47527.078,36051.813,2017.231,-0.575,36,28,31,-0.826751,0.275584,0.490445
47526.840,36052.352,2016.428,-0.523,33,26,30,-0.830003,0.324784,0.453442
47530.566,36050.008,2027.845,-0.727,47,35,39,-0.973543,-0.049957,0.222977
47524.879,36053.355,2010.173,-0.301,37,32,38,-0.748029,0.442241,0.494850
47525.223,36052.988,2011.758,-0.473,37,33,39,-0.718677,0.587711,0.371617
47525.188,36053.172,2011.273,-0.397,43,36,40,-0.784014,0.583774,0.211021
47532.500,36049.457,2032.945,-0.815,43,33,38,-0.903742,-0.058262,0.424095
47521.340,36055.762,1999.070,0.553,30,25,29,-0.789878,0.600188,0.125965
47521.480,36054.930,2001.299,0.463,47,36,37,-0.886418,0.455037,0.084885
47519.145,36056.449,1994.500,0.820,117,105,123,-0.140084,0.544116,0.827233
47530.016,36050.750,2021.097,-0.697,35,27,31,-0.898826,0.419076,0.128404
47544.188,36041.094,2050.071,-1.292,118,108,124,-0.282427,0.360132,0.889123
47542.355,36042.695,2045.993,-1.323,34,27,31,-0.782269,0.234836,0.576982
47543.043,36042.426,2046.975,-1.201,30,25,29,-0.771267,0.589792,0.239359
47535.063,36047.340,2038.769,-0.766,51,38,41,-0.756757,-0.064619,0.650495
47534.555,36047.770,2037.470,-0.785,45,34,39,-0.896499,0.156349,0.414541
47534.719,36047.715,2037.957,-0.790,46,35,39,-0.959035,0.072596,0.273828
47530.129,36050.828,2025.151,-0.704,63,48,55,-0.925532,-0.032635,0.377262
47539.125,36043.645,2041.667,-1.184,24,16,18,-0.624724,-0.161853,0.763887
47535.879,36046.625,2039.898,-0.712,51,37,39,-0.756793,-0.216004,0.616934
47537.855,36045.820,2041.497,-0.797,38,28,29,-0.587711,-0.371617,0.718677
47522.223,36055.402,2003.084,0.350,31,26,30,-0.603114,0.603114,0.522023
47533.293,36048.672,2034.757,-0.866,48,37,41,-0.855958,-0.014922,0.516830
47533.922,36049.090,2035.785,-0.891,51,40,43,-0.954300,-0.031350,0.297200
47534.176,36048.016,2036.775,-0.816,49,36,40,-0.808532,0.193378,0.555771
47531.121,36050.188,2029.604,-0.710,46,36,41,-0.894686,0.252878,0.368226
47525.875,36052.629,2014.143,-0.526,40,32,36,-0.743578,0.506160,0.436914
47526.113,36052.676,2014.384,-0.526,44,36,39,-0.804930,0.515092,0.294563
47527.293,36051.977,2017.503,-0.575,32,24,27,-0.743534,0.289419,0.602822
47527.035,36052.746,2016.497,-0.537,30,23,27,-0.806833,0.441111,0.392990
47530.676,36050.383,2028.177,-0.684,46,34,38,-0.918060,0.152776,0.365822
47525.273,36053.563,2010.519,-0.363,43,38,43,-0.727018,0.501791,0.468670
47530.906,36050.145,2028.769,-0.695,43,33,37,-0.948787,-0.029057,0.314578
47530.969,36050.047,2029.266,-0.691,46,36,40,-0.980768,0.066025,0.183669
47524.277,36053.602,2008.457,-0.119,24,16,20,-0.612613,0.688570,0.388043
47532.828,36049.613,2033.476,-0.850,43,34,38,-0.795913,0.316141,0.516311
47525.152,36053.164,2010.880,-0.398,47,41,47,-0.769612,0.579974,0.267073
47525.707,36053.031,2013.186,-0.450,25,20,22,-0.768122,0.596736,0.232151
47521.316,36055.695,1997.649,0.539,31,25,29,-0.797308,0.598341,0.079298
47546.363,36040.281,2050.668,-1.048,108,101,113,-0.073711,0.184881,0.979993
47522.023,36055.266,2002.980,0.350,32,26,30,-0.748484,0.598468,0.285669
47528.945,36050.996,2019.268,-0.658,72,72,84,-0.521474,0.393966,0.756872
47529.176,36051.367,2019.285,-0.658,76,67,74,-0.671514,0.234322,0.702967
47543.176,36042.691,2047.102,-1.201,31,25,30,-0.939777,0.088808,0.330049
47530.004,36051.105,2023.775,-0.699,28,21,25,-0.935966,0.170050,-0.308302
47529.992,36050.742,2023.746,-0.726,32,23,28,-0.967036,0.097847,-0.235088
47529.945,36051.477,2024.737,-0.676,26,20,22,-0.980356,0.111376,0.162781
47530.016,36051.328,2025.020,-0.688,36,28,31,-0.929333,0.110214,0.352412
47530.285,36050.719,2026.922,-0.668,54,41,45,-0.973898,-0.022704,0.225849
47523.156,36055.012,2004.365,0.233,102,97,103,-0.376831,0.862866,0.336841
47523.645,36055.137,2004.723,0.217,63,52,55,-0.472708,0.835376,0.280525
47524.016,36053.996,2007.224,-0.012,27,23,28,-0.670316,0.695670,0.258301
47533.762,36049.289,2035.393,-0.891,51,41,45,-0.843690,0.105281,0.526405
47526.445,36052.941,2015.320,-0.506,49,40,42,-0.704983,0.637227,0.311354
47525.563,36053.359,2011.604,-0.382,41,38,45,-0.690358,0.628045,0.359117
47541.242,36043.996,2043.466,-1.345,26,17,20,-0.769947,-0.055710,0.635671
47535.785,36047.340,2039.722,-0.740,50,37,38,-0.852333,-0.034424,0.521865
47534.695,36049.105,2037.476,-0.765,41,32,37,-0.898493,0.140523,0.415890
47540.105,36043.824,2042.299,-1.333,24,16,20,-0.458480,-0.136538,0.878154
47540.406,36044.055,2042.481,-1.241,25,16,20,-0.689922,-0.083141,0.719094
47540.891,36044.273,2043.030,-1.345,26,17,20,-0.765755,-0.184943,0.615967
47539.527,36044.355,2042.112,-1.145,25,16,19,-0.595029,-0.178052,0.783734
47538.977,36045.379,2042.137,-1.021,32,20,21,-0.561211,-0.381231,0.734646
