//X,Y,Z,M3C2 distance,R,G,B,Nx,Ny,Nz
47693.109,36083.336,2049.506,1.980,60,49,48,0.615485,-0.215497,0.758116
47692.742,36085.652,2050.999,2.170,53,43,40,0.664647,-0.341305,0.664647
47693.828,36081.063,2048.855,1.996,75,65,64,0.571157,-0.160404,0.805016
47694.254,36080.590,2048.390,2.001,74,66,65,0.541843,-0.192757,0.818077
47691.727,36087.027,2052.692,2.365,46,37,36,0.633404,-0.488914,0.599802
47694.688,36077.973,2046.931,1.964,77,72,72,0.612855,-0.468457,0.636362
47694.746,36078.609,2047.365,2.001,77,71,71,0.588610,-0.397353,0.704024
47692.051,36089.156,2054.331,2.530,61,53,51,0.472724,-0.505898,0.721526
47696.617,36073.711,2041.786,1.505,57,50,48,0.583433,-0.310200,0.750588
47702.773,36052.750,2027.753,1.071,55,49,50,0.683576,-0.280154,0.673971
47702.941,36051.414,2026.724,1.163,48,44,46,0.705185,-0.465122,0.535141
47703.629,36052.199,2026.640,1.167,54,50,53,0.790679,-0.299476,0.533986
47699.313,36065.859,2036.612,0.900,67,59,60,0.352153,-0.405367,0.843603
47693.234,36082.207,2049.335,1.971,63,53,51,0.597343,-0.164836,0.784863
47691.871,36086.242,2052.241,2.266,50,40,37,0.640914,-0.446799,0.624180
47700.324,36059.449,2032.516,0.832,62,56,58,0.489229,-0.306751,0.816430
47703.320,36052.188,2027.025,1.123,51,47,49,0.748922,-0.323728,0.578200
47696.480,36072.848,2041.463,1.386,58,49,48,0.590573,-0.349789,0.727235
47701.914,36053.277,2028.746,1.059,63,56,57,0.650506,-0.282898,0.704848
47693.648,36081.633,2048.951,1.984,72,63,61,0.580215,-0.147664,0.800965
47693.953,36080.320,2048.550,2.002,71,62,61,0.536052,-0.212283,0.817059
47694.348,36077.496,2046.969,1.931,69,64,65,0.596934,-0.496044,0.630564
47691.883,36085.559,2051.611,2.244,55,44,41,0.610605,-0.383480,0.692896
47691.727,36087.559,2053.294,2.417,55,47,46,0.606001,-0.541856,0.582369
47701.570,36056.090,2030.554,1.032,43,38,40,0.619033,-0.372733,0.691280
47696.082,36071.156,2040.880,1.204,70,58,57,0.591047,-0.383604,0.709585
47694.949,36077.148,2045.914,1.929,61,57,60,0.639704,-0.541807,0.545183
47700.453,36061.691,2033.755,0.816,54,48,50,0.413080,-0.497981,0.762483
47695.840,36075.324,2043.254,1.663,56,50,50,0.672240,-0.336934,0.659218
47695.039,36076.016,2044.461,1.829,58,52,54,0.645738,-0.478014,0.595421
47699.813,36057.566,2032.294,0.774,51,47,48,0.506518,-0.258680,0.822511
47702.219,36052.699,2028.179,1.064,61,54,55,0.666026,-0.279507,0.691581
47702.059,36053.324,2028.465,1.054,55,48,50,0.654680,-0.286523,0.699499
47701.719,36053.559,2028.811,1.026,64,56,58,0.647068,-0.290619,0.704871
47693.777,36077.309,2047.392,1.960,61,56,56,0.595381,-0.445285,0.668762
47694.637,36076.672,2045.660,1.893,50,46,49,0.641677,-0.537257,0.547362
47692.109,36084.734,2050.992,2.117,56,45,43,0.616944,-0.343470,0.708102
47695.375,36074.590,2043.241,1.663,57,50,50,0.666485,-0.334057,0.666485
47695.688,36074.367,2042.818,1.512,53,47,47,0.659538,-0.322477,0.678984
47695.859,36073.566,2042.397,1.438,54,47,46,0.665018,-0.326818,0.671522
47696.852,36069.012,2039.029,0.964,71,61,59,0.516978,-0.374364,0.769795
47697.777,36068.320,2038.275,0.986,72,61,60,0.404719,-0.370074,0.836210
47701.242,36056.277,2030.879,0.973,46,40,43,0.570043,-0.352420,0.742193
47701.438,36054.348,2029.616,1.034,48,42,43,0.634837,-0.359249,0.684049
47699.598,36058.613,2032.450,0.767,56,50,51,0.514926,-0.273897,0.812300
47700.848,36059.098,2032.008,0.904,57,52,53,0.470191,-0.301485,0.829474
47699.855,36058.383,2032.263,0.874,54,49,50,0.498543,-0.279747,0.820486
47699.520,36062.797,2034.891,0.819,57,52,53,0.390474,-0.457963,0.798624
47701.285,36057.172,2031.140,0.970,47,41,44,0.524795,-0.305998,0.794327
47702.465,36051.121,2027.099,1.052,48,43,45,0.686701,-0.479521,0.546353
47692.625,36081.883,2049.804,1.954,66,56,54,0.600449,-0.195031,0.775516
47691.434,36085.676,2052.145,2.244,59,49,46,0.612296,-0.416494,0.672032
47695.133,36075.570,2044.024,1.768,58,52,52,0.665409,-0.391320,0.635688
47695.863,36072.895,2042.038,1.343,55,49,46,0.639474,-0.354900,0.681996
47702.137,36051.563,2027.745,1.042,55,50,51,0.685350,-0.322423,0.652946
47692.719,36079.672,2048.851,1.990,70,61,60,0.486245,-0.321523,0.812520
47697.977,36063.539,2036.096,0.617,63,56,57,0.407183,-0.410376,0.815962
47693.387,36077.762,2047.780,1.958,61,56,56,0.544047,-0.358909,0.758418
47694.418,36076.176,2045.286,1.833,52,47,50,0.650205,-0.498995,0.572920
47692.137,36081.559,2050.021,1.942,66,56,53,0.582352,-0.225176,0.781128
47700.078,36055.027,2031.133,0.880,61,54,56,0.490076,-0.380092,0.784446
47699.172,36060.332,2033.544,0.707,50,45,47,0.485137,-0.400765,0.777193
47699.445,36058.027,2032.547,0.774,55,49,50,0.504085,-0.273111,0.819334
47695.527,36073.328,2042.718,1.441,55,49,47,0.660990,-0.323187,0.677231
47694.973,36073.402,2043.234,1.521,56,49,47,0.692583,-0.297281,0.657231
47701.238,36052.379,2029.060,1.028,57,50,51,0.661519,-0.261752,0.702765
47698.438,36066.418,2037.188,0.919,66,57,57,0.318426,-0.392264,0.862980
47699.582,36059.734,2033.111,0.738,53,48,49,0.493088,-0.343087,0.799472
47701.180,36051.367,2028.747,1.048,56,50,52,0.643630,-0.319383,0.695510
47697.566,36067.496,2038.002,0.824,70,60,58,0.404832,-0.376478,0.833292
47701.184,36050.344,2027.954,0.980,56,50,52,0.611959,-0.520924,0.595101
47695.387,36070.305,2041.221,1.053,109,96,95,0.623894,-0.361891,0.692670
47696.141,36070.246,2040.327,1.069,71,60,58,0.594082,-0.402122,0.696681
47701.477,36053.230,2029.050,1.026,57,50,52,0.653529,-0.268726,0.707592
47697.293,36066.473,2037.719,0.754,65,55,56,0.423189,-0.350822,0.835365
47694.301,36075.535,2044.879,1.715,58,52,53,0.663282,-0.423902,0.616736
47696.648,36064.164,2037.050,0.512,60,53,53,0.452419,-0.378881,0.807320
47692.508,36080.914,2049.646,1.961,73,63,61,0.547227,-0.261854,0.794969
47691.508,36082.473,2050.626,1.949,61,51,49,0.607917,-0.201613,0.767977
47690.910,36086.773,2053.326,2.345,52,43,41,0.578167,-0.467561,0.668663
47701.738,36048.828,2025.045,1.043,36,34,38,0.604555,-0.706133,0.368631
47691.098,36084.855,2051.792,2.174,61,51,48,0.601795,-0.365669,0.710020
47700.777,36054.152,2030.149,0.993,55,49,50,0.603104,-0.343005,0.720148
47701.293,36053.660,2029.301,1.026,51,45,46,0.650200,-0.276375,0.707712
47693.281,36076.145,2046.532,1.841,54,49,49,0.658578,-0.460837,0.594899
47694.754,36073.676,2043.661,1.521,56,49,48,0.712968,-0.272746,0.645977
47694.797,36072.395,2042.848,1.409,57,49,45,0.689784,-0.383579,0.614056
47698.488,36059.066,2033.559,0.612,56,50,51,0.483563,-0.331359,0.810166
47694.363,36074.648,2044.294,1.682,58,52,51,0.677245,-0.329690,0.657756
47695.625,36069.922,2040.703,1.059,78,66,64,0.627281,-0.373734,0.683258
47700.348,36053.172,2030.076,0.965,64,56,58,0.572141,-0.277354,0.771835
47692.227,36078.117,2048.659,1.983,54,47,48,0.547227,-0.261854,0.794969
47692.797,36077.512,2047.993,1.958,56,51,51,0.567899,-0.359615,0.740384
47691.789,36081.000,2050.271,1.921,69,59,57,0.562334,-0.294707,0.772611
47691.270,36085.961,2052.501,2.311,55,45,42,0.616465,-0.449401,0.646536
47700.895,36047.941,2024.756,1.036,42,38,43,0.561198,-0.760593,0.326428
47699.668,36053.895,2030.860,0.937,54,47,49,0.499705,-0.340055,0.796654
47694.789,36072.016,2042.573,1.334,85,75,71,0.649592,-0.395045,0.649592
47698.715,36055.281,2031.882,0.806,62,56,58,0.444379,-0.374297,0.813898
47694.215,36072.832,2043.856,1.467,56,46,47,0.709525,-0.344160,0.614921
47697.680,36062.160,2035.472,0.521,59,53,55,0.425264,-0.415635,0.803989
47699.926,36055.574,2031.503,0.871,57,51,53,0.492086,-0.351032,0.796635
47700.102,36050.137,2028.815,0.932,61,55,55,0.547723,-0.544352,0.635358
47691.855,36080.484,2049.890,1.951,69,59,58,0.538598,-0.314848,0.781526
47691.059,36082.492,2051.122,2.006,57,47,45,0.597482,-0.211512,0.773484
47693.676,36072.105,2044.058,1.461,71,60,62,0.734646,-0.371414,0.567756
47693.523,36074.988,2045.438,1.714,53,47,46,0.738455,-0.313723,0.596877
47696.008,36068.633,2039.481,0.891,71,58,56,0.574904,-0.371804,0.728867
47695.723,36068.875,2039.903,0.751,78,65,64,0.632538,-0.384808,0.672175
47696.418,36062.586,2036.341,0.356,61,54,55,0.460328,-0.398951,0.793055
47690.996,36080.945,2050.682,1.979,65,55,53,0.576361,-0.309854,0.756173
47693.488,36071.074,2043.264,1.301,145,131,129,0.681316,-0.444771,0.581367
47699.773,36052.516,2030.220,0.972,65,57,59,0.533849,-0.264576,0.803122
47698.727,36053.293,2030.867,0.887,67,59,60,0.487299,-0.293006,0.822610
47693.660,36072.969,2044.584,1.583,54,45,45,0.740692,-0.303667,0.599301
47695.223,36068.055,2039.923,0.568,131,117,117,0.660054,-0.358689,0.660054
47700.148,36051.852,2029.774,0.974,63,55,56,0.541402,-0.311426,0.780960
47692.855,36075.609,2046.636,1.799,51,46,46,0.697466,-0.394077,0.598535
47693.793,36070.820,2042.742,1.247,189,173,172,0.642171,-0.428670,0.635499
47692.117,36075.879,2047.735,1.855,50,45,45,0.659396,-0.355059,0.662669
47690.434,36083.098,2051.718,2.094,59,50,47,0.578566,-0.266424,0.770896
47700.285,36047.336,2024.416,1.060,41,37,42,0.510586,-0.796895,0.322894
47698.609,36053.988,2031.370,0.822,51,43,45,0.478147,-0.317187,0.819004
47692.938,36073.543,2045.500,1.639,55,48,46,0.771681,-0.235402,0.590842
47698.977,36057.684,2032.749,0.696,58,52,54,0.502799,-0.272414,0.820356
47695.051,36067.297,2039.741,0.521,185,170,169,0.676155,-0.340521,0.653345
47696.969,36063.688,2036.666,0.518,66,59,60,0.436254,-0.391510,0.810186
47699.730,36048.867,2027.679,0.915,67,61,63,0.464544,-0.700979,0.541136
47699.715,36051.570,2030.047,0.940,66,58,59,0.500910,-0.322809,0.803046
47691.160,36077.523,2049.148,1.949,54,49,48,0.579935,-0.221149,0.784072
47691.910,36076.273,2048.386,1.848,60,55,55,0.636606,-0.333770,0.695219
47691.695,36078.477,2049.094,1.967,55,48,48,0.543819,-0.240148,0.804108
47693.047,36070.906,2043.734,1.370,87,74,74,0.700979,-0.464544,0.541136
47692.883,36074.770,2046.283,1.700,52,46,46,0.750561,-0.282058,0.597580
47693.324,36072.117,2044.624,1.515,66,58,57,0.740384,-0.359615,0.567899
47700.555,36048.441,2026.266,0.989,52,47,51,0.541519,-0.717057,0.438846
47699.621,36050.219,2029.249,0.888,65,59,59,0.487026,-0.533888,0.691209
47695.203,36062.246,2037.002,0.225,64,57,58,0.496238,-0.401872,0.769576
47691.945,36075.203,2047.533,1.790,49,43,43,0.690646,-0.333135,0.641895
47691.871,36076.914,2048.760,1.924,56,50,50,0.598727,-0.277924,0.751188
47692.539,36074.148,2046.492,1.685,57,52,50,0.745524,-0.253762,0.616279
47692.859,36072.801,2045.525,1.601,58,50,49,0.747055,-0.285123,0.600511
47697.887,36058.605,2033.792,0.540,57,51,52,0.442870,-0.320807,0.837227
47697.316,36057.422,2033.575,0.546,56,49,51,0.427859,-0.304290,0.851084
47699.199,36049.133,2028.462,0.869,75,69,70,0.441371,-0.677879,0.587939
47698.129,36052.641,2031.396,0.890,64,56,57,0.483207,-0.295554,0.824111
47694.672,36064.766,2038.628,0.298,78,65,65,0.605685,-0.409875,0.682018
47695.754,36059.578,2035.263,0.290,56,50,50,0.466584,-0.392318,0.792708
47697.520,36054.328,2032.287,0.759,47,41,43,0.505506,-0.294485,0.811014
47696.820,36056.293,2033.383,0.522,52,47,49,0.413988,-0.306259,0.857216
47697.602,36053.730,2031.918,0.793,45,38,40,0.496205,-0.300873,0.814406
47691.633,36075.555,2048.275,1.848,55,49,49,0.660486,-0.311672,0.683095
47690.121,36078.469,2050.031,1.961,55,46,46,0.624399,-0.230042,0.746462
47692.605,36074.641,2046.643,1.731,52,47,46,0.738352,-0.279075,0.613965
47690.898,36076.578,2049.265,1.912,56,49,48,0.604102,-0.246348,0.757874
47691.918,36074.598,2047.283,1.749,52,47,46,0.713393,-0.307580,0.629654
47691.727,36070.320,2045.126,1.445,67,57,57,0.721216,-0.462573,0.515628
47692.074,36071.230,2045.552,1.517,63,56,55,0.684055,-0.427743,0.590851
47697.191,36058.984,2034.154,0.465,54,48,49,0.433625,-0.348477,0.830983
47691.875,36072.598,2046.712,1.644,59,51,50,0.681854,-0.336859,0.649308
47697.934,36053.301,2031.568,0.851,53,46,47,0.488870,-0.288949,0.823113
47698.621,36051.676,2030.675,0.896,67,59,60,0.486830,-0.307223,0.817686
47697.430,36052.070,2031.518,0.861,59,51,52,0.480285,-0.310217,0.820422
47698.223,36050.629,2030.344,0.869,59,52,53,0.429888,-0.482194,0.763338
47697.133,36048.793,2029.274,1.002,59,53,55,0.359303,-0.680871,0.638214
47690.371,36076.832,2049.815,1.913,60,53,51,0.598516,-0.214971,0.771730
47691.105,36071.371,2046.372,1.538,58,52,51,0.683822,-0.377338,0.624503
47693.508,36063.883,2039.205,0.125,170,154,153,0.637023,-0.424127,0.643676
47696.387,36058.250,2034.093,0.465,57,50,51,0.441712,-0.319968,0.838160
47698.547,36047.801,2027.038,1.084,47,42,46,0.382707,-0.789636,0.479595
47691.160,36074.660,2048.065,1.767,52,46,46,0.664267,-0.323201,0.674011
47698.434,36046.438,2024.323,1.192,36,33,37,0.441308,-0.833930,0.331373
47694.484,36063.688,2038.170,0.164,84,72,71,0.572234,-0.397431,0.717354
47694.023,36064.035,2038.773,0.165,112,98,98,0.622453,-0.432213,0.652491
47694.777,36059.988,2036.011,0.224,59,52,52,0.502286,-0.373080,0.780077
47696.238,36057.254,2034.015,0.503,56,49,51,0.446124,-0.306225,0.840952
47691.934,36070.164,2044.673,1.445,70,60,60,0.691519,-0.500639,0.520732
47696.379,36053.285,2032.480,0.710,62,55,57,0.439966,-0.306266,0.844175
47697.227,36050.793,2030.943,0.846,55,48,49,0.410600,-0.465780,0.783873
47697.008,36049.781,2030.302,0.877,59,52,54,0.361891,-0.623894,0.692670
47690.516,36074.105,2048.752,1.750,64,57,56,0.625285,-0.318298,0.712534
47690.531,36073.500,2048.278,1.693,64,57,56,0.628523,-0.311838,0.712542
47691.371,36070.523,2045.678,1.479,65,56,56,0.710737,-0.419153,0.564945
47695.730,36058.375,2034.558,0.342,58,51,51,0.471519,-0.338160,0.814443
47696.430,36054.152,2032.748,0.647,50,45,46,0.457534,-0.304502,0.835429
47697.609,36049.457,2029.709,0.871,62,56,57,0.365559,-0.624564,0.690135
47690.707,36070.410,2046.464,1.482,61,55,55,0.709585,-0.383604,0.591047
47693.617,36062.414,2038.160,0.096,65,56,57,0.573673,-0.430671,0.696722
47695.012,36059.230,2035.520,0.229,58,51,51,0.507619,-0.362585,0.781572
47694.066,36059.145,2035.958,0.177,61,53,54,0.528528,-0.317756,0.787204
47695.070,36057.719,2034.833,0.260,58,51,51,0.519192,-0.291947,0.803248
47697.387,36052.539,2031.722,0.830,59,51,52,0.484003,-0.299174,0.822336
47696.559,36051.828,2031.875,0.846,56,48,49,0.417695,-0.360951,0.833814
47690.273,36073.859,2048.848,1.750,61,55,53,0.613000,-0.318631,0.722984
47690.520,36071.055,2046.918,1.497,54,48,47,0.701978,-0.343660,0.623799
47690.414,36072.457,2047.910,1.621,62,55,55,0.647827,-0.329596,0.686794
47692.852,36062.590,2039.013,0.025,132,118,120,0.613459,-0.452990,0.646890
47694.543,36058.555,2035.532,0.214,58,51,51,0.548058,-0.314774,0.774951
47695.953,36053.773,2032.916,0.613,54,48,49,0.459998,-0.304066,0.834234
47695.359,36052.781,2032.749,0.679,57,50,52,0.441308,-0.331373,0.833930
47689.996,36073.168,2048.519,1.683,58,52,51,0.619433,-0.307303,0.722404
47693.242,36062.523,2038.519,0.096,86,75,75,0.604079,-0.450131,0.657626
47694.363,36054.410,2034.014,0.412,56,49,51,0.471811,-0.326639,0.818964
47695.887,36052.465,2032.435,0.756,56,50,51,0.446806,-0.327657,0.832469
47692.773,36060.191,2037.466,0.045,59,51,53,0.503485,-0.418204,0.756048
47690.918,36069.578,2045.581,1.450,67,59,58,0.719930,-0.473857,0.507110
47690.605,36069.801,2046.225,1.439,72,64,63,0.713451,-0.400389,0.575045
47695.324,36054.641,2033.436,0.536,52,45,48,0.475228,-0.320502,0.819413
47695.055,36054.066,2033.440,0.499,59,52,54,0.480576,-0.316707,0.817767
47697.715,36048.480,2028.568,1.044,61,56,57,0.347223,-0.722159,0.598267
47692.277,36060.805,2038.151,-0.014,71,61,64,0.537079,-0.460591,0.706683
47697.270,36046.949,2026.427,1.117,44,40,44,0.450230,-0.761298,0.466602
47693.480,36059.563,2036.632,0.099,60,53,53,0.506574,-0.370624,0.778473
47694.160,36057.141,2035.228,0.212,61,54,54,0.518860,-0.306239,0.798124
47694.570,36056.969,2034.872,0.295,59,52,52,0.524795,-0.305998,0.794327
47693.977,36057.703,2035.654,0.172,62,55,55,0.521259,-0.317219,0.792251
47694.465,36055.078,2034.247,0.412,56,50,51,0.476713,-0.327839,0.815638
47689.859,36068.840,2046.303,1.350,84,76,77,0.689711,-0.479291,0.542751
47690.273,36069.758,2046.948,1.405,67,61,61,0.703624,-0.408930,0.581111
47697.051,36045.512,2024.066,0.852,33,30,35,0.608080,-0.706422,0.362226
47693.570,36058.941,2036.356,0.104,61,54,54,0.519153,-0.312762,0.795399
47689.746,36072.574,2048.489,1.620,61,56,54,0.627704,-0.308204,0.714841
47693.824,36055.512,2034.821,0.305,55,49,49,0.476626,-0.345912,0.808191
47697.629,36045.762,2023.734,1.034,35,32,36,0.534696,-0.775551,0.335590
47696.473,36045.883,2025.560,1.008,40,36,40,0.606198,-0.656297,0.449221
47693.383,36056.422,2035.498,0.175,60,53,53,0.492366,-0.339398,0.801489
47689.664,36071.805,2048.268,1.532,55,49,48,0.671610,-0.283711,0.684433
47697.590,36047.844,2027.776,1.096,49,44,47,0.360404,-0.777374,0.515556
47690.043,36070.699,2047.341,1.495,51,45,44,0.713005,-0.329704,0.618804
47688.781,36070.625,2048.844,1.486,55,50,49,0.602189,-0.278056,0.748367
47693.469,36057.188,2035.856,0.174,62,55,54,0.506677,-0.316077,0.802106
47695.273,36051.207,2032.122,0.757,57,50,51,0.399987,-0.438540,0.804794
47694.383,36053.090,2033.553,0.544,54,47,49,0.456054,-0.332967,0.825316
47692.930,36054.086,2034.671,0.305,52,45,46,0.456760,-0.336643,0.823433
47696.305,36045.473,2025.030,0.950,36,33,37,0.630626,-0.663730,0.402210
47696.988,36046.574,2026.109,1.086,42,37,42,0.504921,-0.745047,0.435844
47692.973,36057.672,2036.292,0.080,59,52,51,0.500910,-0.322809,0.803046
47696.387,36047.078,2027.451,1.075,45,41,45,0.444724,-0.735696,0.510854
47688.789,36071.551,2049.088,1.530,55,50,49,0.604030,-0.253913,0.755431
47695.836,36043.898,2023.391,0.799,29,26,31,0.912283,-0.295364,0.283724
47696.586,36044.621,2022.796,0.784,29,27,32,0.761787,-0.576531,0.295452
47694.078,36052.473,2033.456,0.586,54,47,49,0.427649,-0.383135,0.818733
47692.316,36055.512,2035.650,0.182,61,53,53,0.469603,-0.367027,0.802972
47691.723,36059.066,2037.541,-0.110,69,60,59,0.515255,-0.378721,0.768819
47696.008,36044.191,2023.391,0.799,29,26,32,0.869343,-0.424844,0.252487
47695.965,36044.660,2024.405,0.819,33,29,34,0.797052,-0.496760,0.343419
47695.828,36045.461,2025.777,0.912,38,35,38,0.678512,-0.581819,0.448451
47693.695,36053.410,2034.094,0.451,53,46,48,0.451618,-0.353371,0.819250
47690.516,36059.469,2038.673,-0.178,127,114,112,0.577363,-0.460217,0.674427
47695.242,36049.070,2030.604,0.937,43,38,39,0.399009,-0.610931,0.683780
47692.074,36058.168,2036.945,-0.050,60,52,51,0.492161,-0.332886,0.804341
47692.160,36056.703,2036.221,0.016,59,52,51,0.475004,-0.356653,0.804468
47695.637,36046.453,2027.203,1.023,43,39,43,0.580251,-0.603935,0.546417
47695.215,36048.074,2029.628,1.099,47,42,44,0.421323,-0.654467,0.627822
47695.504,36045.945,2026.755,1.023,40,37,40,0.619054,-0.534714,0.575198
47691.465,36059.645,2037.989,-0.042,69,59,59,0.544640,-0.435381,0.716806
47695.617,36043.172,2023.216,0.777,30,27,32,0.959533,-0.107478,0.260278
47695.676,36043.773,2023.903,0.799,31,28,32,0.907744,-0.252882,0.334740
47695.117,36045.344,2026.701,0.927,38,34,37,0.660092,-0.482052,0.576111
47695.215,36044.047,2025.703,0.764,35,32,35,0.818979,-0.337413,0.464141
47692.770,36053.359,2034.458,0.408,51,44,46,0.446046,-0.357154,0.820661
47694.957,36047.227,2028.845,1.141,45,40,43,0.459594,-0.666830,0.586610
47688.492,36070.473,2049.025,1.465,60,54,54,0.596153,-0.281384,0.751947
47691.395,36054.480,2035.823,0.135,50,43,43,0.484165,-0.353137,0.800549
47694.445,36046.234,2028.161,0.935,44,39,43,0.561448,-0.537843,0.628889
47687.656,36068.172,2048.205,1.228,61,54,53,0.614387,-0.450327,0.647869
47695.594,36043.281,2023.946,0.754,32,29,33,0.936526,-0.131848,0.324862
47695.512,36042.703,2024.492,0.754,39,35,39,0.932508,-0.078485,0.352517
47695.207,36043.094,2025.211,0.744,36,32,35,0.885022,-0.167122,0.434518
47694.402,36043.488,2026.505,0.807,47,42,45,0.717142,-0.311030,0.623672
47694.941,36042.016,2025.489,0.730,52,47,49,0.771681,-0.235402,0.590842
47691.230,36055.414,2036.256,0.056,51,44,44,0.476098,-0.348714,0.807297
47694.152,36044.656,2027.304,0.840,39,35,38,0.649259,-0.406825,0.642617
47695.664,36041.207,2024.141,0.742,40,37,40,0.872381,-0.190418,0.450214
47690.477,36057.074,2037.456,-0.203,64,56,54,0.491147,-0.365542,0.790666
47695.836,36042.074,2023.952,0.816,34,30,35,0.939252,-0.066809,0.336664
47693.328,36047.707,2030.564,1.142,42,38,39,0.457362,-0.601440,0.655050
47687.141,36067.902,2048.505,1.202,63,55,55,0.621989,-0.428555,0.655340
47692.305,36051.688,2033.831,0.585,49,43,44,0.411908,-0.424730,0.806186
47693.996,36045.641,2028.051,0.862,43,38,41,0.593587,-0.459821,0.660470
47691.785,36047.730,2031.683,1.125,46,42,44,0.476483,-0.556732,0.680451
47693.297,36041.855,2026.728,0.681,57,52,53,0.585562,-0.372332,0.720060
47692.199,36050.453,2033.216,0.791,49,43,43,0.433486,-0.449721,0.780923
47692.355,36046.145,2029.845,1.088,44,40,43,0.479655,-0.533136,0.696920
47692.848,36045.695,2029.047,1.013,46,40,43,0.566283,-0.456033,0.686555
47692.438,36046.828,2030.418,1.126,43,39,41,0.477605,-0.581506,0.658593
47693.102,36043.043,2027.410,0.776,54,47,49,0.599709,-0.361133,0.714095
47693.914,36043.184,2026.783,0.802,58,52,55,0.657202,-0.311646,0.686267
47693.762,36042.641,2026.624,0.766,58,53,55,0.651389,-0.315188,0.690181
47686.895,36068.531,2049.170,1.242,71,62,62,0.597006,-0.398555,0.696231
47686.449,36067.480,2048.812,1.161,77,69,68,0.661953,-0.369577,0.652098
47693.516,36039.461,2025.010,0.594,50,45,47,0.580888,-0.496701,0.644870
47690.641,36051.055,2034.402,0.628,46,40,41,0.526249,-0.386133,0.757603
47690.063,36054.805,2036.737,-0.084,51,45,45,0.471434,-0.362765,0.803835
47686.859,36063.137,2045.868,0.708,62,55,56,0.797066,-0.442815,0.410610
47693.086,36043.566,2027.727,0.803,55,49,51,0.590573,-0.349789,0.727235
47686.777,36065.844,2047.313,1.023,62,56,57,0.763312,-0.326215,0.557619
47694.527,36040.066,2024.561,0.628,47,43,44,0.663658,-0.459713,0.590104
47689.188,36056.645,2037.994,-0.314,77,68,67,0.521950,-0.382113,0.762600
47689.539,36052.715,2035.914,0.291,41,35,37,0.549131,-0.348269,0.759713
47686.418,36062.484,2046.244,0.718,65,59,60,0.754790,-0.519020,0.401136
47692.449,36042.809,2027.914,0.818,51,45,48,0.573533,-0.370917,0.730397
47686.547,36065.363,2047.419,0.890,63,57,57,0.805566,-0.264351,0.530266
47686.219,36065.629,2047.892,0.967,63,56,56,0.762676,-0.232390,0.603590
47692.848,36040.969,2026.567,0.654,53,46,48,0.560029,-0.417957,0.715318
47689.449,36050.969,2035.372,0.696,43,38,40,0.678216,-0.258898,0.687746
47689.992,36048.832,2033.681,1.067,50,43,44,0.643439,-0.439544,0.626727
47686.531,36063.570,2047.087,0.756,63,57,57,0.817508,-0.290286,0.497409
47688.504,36052.707,2036.761,0.260,40,35,37,0.602189,-0.278056,0.748367
47692.348,36044.195,2028.646,0.951,48,44,46,0.569736,-0.382560,0.727357
47691.176,36047.379,2031.761,1.176,46,41,43,0.506018,-0.546365,0.667406
47688.664,36055.145,2037.749,-0.172,53,46,48,0.529509,-0.339594,0.777365
47686.461,36063.000,2046.812,0.697,66,60,60,0.771276,-0.445155,0.454939
47685.246,36065.883,2049.428,0.921,60,52,52,0.694823,-0.227425,0.682275
47685.922,36063.414,2047.801,0.738,66,60,60,0.732298,-0.363702,0.575726
47689.695,36050.254,2034.832,0.811,49,44,46,0.664267,-0.323201,0.674011
47693.957,36038.621,2023.913,0.670,61,56,57,0.631715,-0.520533,0.574440
47688.602,36057.047,2038.608,-0.415,79,71,70,0.549973,-0.414544,0.725040
47685.918,36060.773,2044.308,0.500,99,88,88,0.666924,-0.559410,0.492213
47688.930,36049.555,2035.506,0.819,56,51,53,0.664100,-0.355826,0.657541
47691.316,36042.543,2028.562,0.952,48,42,46,0.556297,-0.373584,0.742273
47685.480,36064.473,2049.029,0.812,63,56,56,0.691581,-0.279507,0.666026
47693.090,36037.629,2024.007,0.807,58,52,54,0.576235,-0.532299,0.620170
47687.586,36056.262,2039.079,-0.433,62,53,54,0.640445,-0.392211,0.660304
47685.988,36061.742,2045.476,0.613,56,50,51,0.714803,-0.572833,0.401148
47691.293,36041.750,2028.134,0.921,50,44,46,0.559523,-0.392158,0.730169
47689.809,36047.035,2032.519,1.228,50,44,47,0.576449,-0.485696,0.657119
47692.492,36039.305,2025.767,0.701,56,49,51,0.543619,-0.476712,0.690814
47688.645,36053.570,2037.015,0.048,44,39,41,0.555399,-0.326800,0.764679
47688.543,36051.090,2036.396,0.636,41,36,39,0.659817,-0.227253,0.716238
47685.465,36061.496,2045.832,0.608,58,53,54,0.660840,-0.637652,0.395841
47691.852,36040.656,2027.134,0.753,57,51,53,0.546694,-0.424472,0.721768
47691.512,36044.406,2029.264,0.988,47,41,44,0.552935,-0.395423,0.733419
47685.270,36064.277,2049.156,0.812,63,57,56,0.670918,-0.294432,0.680572
47685.441,36061.879,2047.012,0.668,62,56,57,0.645985,-0.592293,0.481552
47685.332,36062.672,2048.001,0.707,67,60,60,0.592524,-0.514872,0.619534
47687.910,36055.902,2038.621,-0.299,57,49,49,0.592620,-0.372645,0.714099
47688.516,36048.680,2035.197,0.905,52,46,48,0.638359,-0.435018,0.635026
47684.926,36063.016,2048.659,0.710,61,54,54,0.563975,-0.466911,0.681121
47685.102,36060.648,2045.189,0.556,66,55,56,0.653981,-0.624027,0.427667
